,subject,post,latitude,longitude,sentiment,score
1914,Infrastructure Work,Heard about a new Main opening on Peachtree. Definitely worth checking out!,33.743498,-84.499433,Neutral,0.999873161315918
1915,Infrastructure Work,Excited about the new renovations at Main. It's going to be great for the community!,33.793878,-84.503324,Positive,0.9999997615814209
1916,Community Meeting,Community meeting at North this Thursday to discuss the new Peachtree development.,33.846157,-84.322643,Neutral,0.9999990463256836
1917,New Restaurant Opening,The annual street fair at Broadway is this Saturday. Great food and local crafts!,33.755697,-84.413263,Neutral,0.9999755620956421
1918,Local Event,Don't miss the Elm happening this weekend at Peachtree. Always a good time!,33.701824,-84.397115,Positive,0.9321699738502502
1919,Pothole Alert,"Avoid Maple during rush hour, construction is causing major delays.",33.848806,-84.357174,Negative,0.9985874891281128
1920,Local Event,Don't miss the Elm happening this weekend at Maple. Always a good time!,33.779552,-84.308703,Positive,0.979947566986084
1921,Public Transport Notice,Watch out for a giant pothole on 5th Street. Be careful driving!,33.699934,-84.412498,Neutral,0.9965265393257141
1922,Pothole Alert,Don't miss the 5th happening this weekend at North. Always a good time!,33.652484,-84.369815,Positive,0.9793262481689453
1923,Public Transport Notice,Watch out for a giant pothole on Maple Street. Be careful driving!,33.806791,-84.477985,Neutral,0.9965986609458923
1924,Pothole Alert,"Heads up, Main is undergoing some major infrastructure work for the next month.",33.809333,-84.302129,Neutral,0.9999657869338989
1925,Community Meeting,Heard about a new Maple opening on River. Definitely worth checking out!,33.671261,-84.29748,Neutral,0.9992803931236267
1926,Community Meeting,Excited about the new renovations at River. It's going to be great for the community!,33.787002,-84.344902,Positive,0.9999996423721313
1927,New Restaurant Opening,"Avoid Main during rush hour, construction is causing major delays.",33.836657,-84.490196,Negative,0.9989157915115356
1928,Local Event,The annual street fair at 5th is this Saturday. Great food and local crafts!,33.863649,-84.308115,Neutral,0.9999616146087646
1929,Pothole Alert,Public transport update: Broadway line will have altered schedules this week.,33.866709,-84.29169,Neutral,0.9999985694885254
1930,Local Event,"Avoid Maple during rush hour, construction is causing major delays.",33.87555,-84.433941,Negative,0.9985874891281128
1931,Local Event,Community meeting at Main this Thursday to discuss the new Highland development.,33.801938,-84.28999,Neutral,0.9999994039535522
1932,Park Renovation,Community meeting at North this Thursday to discuss the new Highland development.,33.769297,-84.435249,Neutral,0.9999992847442627
1933,Local Event,Public transport update: 5th line will have altered schedules this week.,33.829616,-84.490512,Neutral,0.9999994039535522
1934,Park Renovation,Public transport update: 5th line will have altered schedules this week.,33.796519,-84.334635,Neutral,0.9999994039535522
1935,Traffic Update,"Avoid Peachtree during rush hour, construction is causing major delays.",33.744923,-84.378387,Negative,0.9967148303985596
1936,Park Renovation,Don't miss the Highland happening this weekend at Peachtree. Always a good time!,33.876915,-84.525053,Positive,0.9008620977401733
1937,Traffic Update,Public transport update: North line will have altered schedules this week.,33.755319,-84.306245,Neutral,0.9999982118606567
1938,Infrastructure Work,"Avoid Main during rush hour, construction is causing major delays.",33.87033,-84.343514,Negative,0.9989157915115356
1939,Public Transport Notice,Watch out for a giant pothole on Maple Street. Be careful driving!,33.761437,-84.312683,Neutral,0.9965986609458923
1940,Street Fair,Don't miss the Elm happening this weekend at Highland. Always a good time!,33.70937,-84.538635,Positive,0.9684734344482422
1941,Infrastructure Work,Community meeting at Main this Thursday to discuss the new Main development.,33.699774,-84.477577,Neutral,0.9999992847442627
1942,Park Renovation,Don't miss the North happening this weekend at Maple. Always a good time!,33.855753,-84.51685,Positive,0.9851995706558228
1943,Infrastructure Work,Excited about the new renovations at Highland. It's going to be great for the community!,33.669399,-84.331027,Positive,0.9999997615814209
1944,Community Meeting,The annual street fair at Highland is this Saturday. Great food and local crafts!,33.657306,-84.517554,Neutral,0.9998923540115356
1945,Public Transport Notice,Public transport update: River line will have altered schedules this week.,33.81905,-84.502241,Neutral,0.999998927116394
1946,Community Meeting,Heard about a new 5th opening on Elm. Definitely worth checking out!,33.749584,-84.44877,Neutral,0.9997861981391907
1947,Pothole Alert,Heard about a new Maple opening on Highland. Definitely worth checking out!,33.814027,-84.480081,Neutral,0.9995309114456177
1948,Park Renovation,Watch out for a giant pothole on Broadway Street. Be careful driving!,33.839267,-84.48945,Neutral,0.9937437176704407
1949,Street Fair,The annual street fair at Elm is this Saturday. Great food and local crafts!,33.737229,-84.303871,Neutral,0.9998862743377686
1950,Public Transport Notice,Community meeting at Peachtree this Thursday to discuss the new North development.,33.730198,-84.289496,Neutral,0.9999994039535522
1951,Local Event,Don't miss the Main happening this weekend at Elm. Always a good time!,33.752751,-84.309381,Positive,0.9661949276924133
1952,Traffic Update,The annual street fair at Elm is this Saturday. Great food and local crafts!,33.703948,-84.434236,Neutral,0.9998862743377686
1953,Park Renovation,"Heads up, Peachtree is undergoing some major infrastructure work for the next month.",33.734646,-84.483705,Neutral,0.9996829032897949
1954,Local Event,"Heads up, Main is undergoing some major infrastructure work for the next month.",33.842477,-84.472112,Neutral,0.9999657869338989
1955,Pothole Alert,Excited about the new renovations at Maple. It's going to be great for the community!,33.665966,-84.509888,Positive,0.9999997615814209
1956,Infrastructure Work,Don't miss the Peachtree happening this weekend at Main. Always a good time!,33.846487,-84.523017,Positive,0.9575104117393494
1957,Public Transport Notice,Watch out for a giant pothole on North Street. Be careful driving!,33.763048,-84.478658,Neutral,0.9953041076660156
1958,Pothole Alert,"Avoid Maple during rush hour, construction is causing major delays.",33.751825,-84.35569,Negative,0.9985874891281128
1959,Infrastructure Work,Watch out for a giant pothole on River Street. Be careful driving!,33.722229,-84.337003,Neutral,0.9974990487098694
1960,Community Meeting,Heard about a new Elm opening on Main. Definitely worth checking out!,33.759984,-84.420236,Neutral,0.9996360540390015
1961,Community Meeting,Heard about a new North opening on River. Definitely worth checking out!,33.65926,-84.338712,Neutral,0.9992207288742065
1962,Community Meeting,Excited about the new renovations at Peachtree. It's going to be great for the community!,33.742393,-84.453353,Positive,0.9999996423721313
1963,Community Meeting,Excited about the new renovations at North. It's going to be great for the community!,33.779164,-84.354515,Positive,0.9999997615814209
1964,New Restaurant Opening,Community meeting at Peachtree this Thursday to discuss the new Broadway development.,33.841272,-84.333302,Neutral,0.9999991655349731
1965,Public Transport Notice,Heard about a new Maple opening on Highland. Definitely worth checking out!,33.697699,-84.530346,Neutral,0.9995309114456177
1966,Park Renovation,Public transport update: North line will have altered schedules this week.,33.650325,-84.451333,Neutral,0.9999982118606567
1967,Traffic Update,Watch out for a giant pothole on North Street. Be careful driving!,33.815058,-84.382627,Neutral,0.9953041076660156
1968,Pothole Alert,Heard about a new North opening on Elm. Definitely worth checking out!,33.757048,-84.317741,Neutral,0.9994127750396729
1969,Street Fair,Don't miss the Peachtree happening this weekend at Peachtree. Always a good time!,33.733232,-84.462801,Positive,0.849380373954773
1970,Street Fair,Public transport update: 5th line will have altered schedules this week.,33.666171,-84.378594,Neutral,0.9999994039535522
1971,Community Meeting,Heard about a new Broadway opening on River. Definitely worth checking out!,33.667548,-84.414345,Neutral,0.9992708563804626
1972,New Restaurant Opening,Public transport update: Elm line will have altered schedules this week.,33.821273,-84.528522,Neutral,0.9999988079071045
1973,Traffic Update,Excited about the new renovations at Maple. It's going to be great for the community!,33.878739,-84.449513,Positive,0.9999997615814209
1974,Park Renovation,"Heads up, River is undergoing some major infrastructure work for the next month.",33.792464,-84.507222,Neutral,0.9999222755432129
1975,Traffic Update,"Avoid Maple during rush hour, construction is causing major delays.",33.843015,-84.310686,Negative,0.9985874891281128
1976,Traffic Update,Public transport update: Broadway line will have altered schedules this week.,33.760235,-84.51886,Neutral,0.9999985694885254
1977,Park Renovation,Excited about the new renovations at Elm. It's going to be great for the community!,33.830717,-84.46821,Positive,0.9999996423721313
1978,Traffic Update,Don't miss the North happening this weekend at River. Always a good time!,33.730086,-84.51434,Positive,0.9747377634048462
1979,Local Event,"Heads up, Main is undergoing some major infrastructure work for the next month.",33.674225,-84.457757,Neutral,0.9999657869338989
1980,Traffic Update,"Avoid 5th during rush hour, construction is causing major delays.",33.823141,-84.441402,Negative,0.9998218417167664
1981,Community Meeting,"Heads up, Broadway is undergoing some major infrastructure work for the next month.",33.707622,-84.3184,Neutral,0.9999204874038696
1982,Public Transport Notice,Don't miss the Highland happening this weekend at Elm. Always a good time!,33.69769,-84.438917,Positive,0.9697695970535278
1983,Traffic Update,Don't miss the Maple happening this weekend at Maple. Always a good time!,33.781541,-84.354151,Positive,0.9616081714630127
1984,New Restaurant Opening,The annual street fair at Maple is this Saturday. Great food and local crafts!,33.804523,-84.29691,Neutral,0.999975323677063
1985,New Restaurant Opening,Don't miss the Main happening this weekend at 5th. Always a good time!,33.713627,-84.413556,Positive,0.9684960246086121
1986,New Restaurant Opening,Watch out for a giant pothole on Peachtree Street. Be careful driving!,33.661804,-84.485876,Neutral,0.9978082776069641
1987,Street Fair,"Heads up, Peachtree is undergoing some major infrastructure work for the next month.",33.763107,-84.513862,Neutral,0.9996829032897949
