subject,post,latitude,longitude
Pothole Alert,Public transport update: Peachtree line will have altered schedules this week.,33.851112,-84.346245
Public Transport Notice,Excited about the new renovations at 5th. It's going to be great for the community!,33.798616,-84.309941
Local Event,Community meeting at Peachtree this Thursday to discuss the new Main development.,33.766286,-84.429468
Infrastructure Work,Excited about the new renovations at Main. It's going to be great for the community!,33.760212,-84.394152
New Restaurant Opening,"Heads up, Main is undergoing some major infrastructure work for the next month.",33.759385,-84.428113
Community Meeting,Don't miss the Main happening this weekend at Peachtree. Always a good time!,33.854181,-84.371039
Pothole Alert,Watch out for a giant pothole on Main Street. Be careful driving!,33.823676,-84.429187
Pothole Alert,Watch out for a giant pothole on River Street. Be careful driving!,33.878283,-84.530176
Infrastructure Work,Excited about the new renovations at River. It's going to be great for the community!,33.823871,-84.486007
Community Meeting,Public transport update: 5th line will have altered schedules this week.,33.785292,-84.413559
Traffic Update,"Heads up, River is undergoing some major infrastructure work for the next month.",33.809398,-84.40913
New Restaurant Opening,Public transport update: Main line will have altered schedules this week.,33.840356,-84.332543
Community Meeting,Excited about the new renovations at Peachtree. It's going to be great for the community!,33.751699,-84.295201
Public Transport Notice,"Heads up, Elm is undergoing some major infrastructure work for the next month.",33.811452,-84.534953
Local Event,The annual street fair at River is this Saturday. Great food and local crafts!,33.832088,-84.391964
Local Event,"Heads up, Elm is undergoing some major infrastructure work for the next month.",33.863366,-84.512177
New Restaurant Opening,Community meeting at Highland this Thursday to discuss the new Broadway development.,33.713935,-84.336191
New Restaurant Opening,Community meeting at Main this Thursday to discuss the new River development.,33.752059,-84.302936
New Restaurant Opening,Excited about the new renovations at Broadway. It's going to be great for the community!,33.701847,-84.46111
Local Event,The annual street fair at North is this Saturday. Great food and local crafts!,33.750691,-84.477945
Park Renovation,Public transport update: Peachtree line will have altered schedules this week.,33.873357,-84.355073
Park Renovation,Community meeting at Main this Thursday to discuss the new River development.,33.657381,-84.326695
Street Fair,The annual street fair at Broadway is this Saturday. Great food and local crafts!,33.682173,-84.497649
New Restaurant Opening,Community meeting at Broadway this Thursday to discuss the new North development.,33.83249,-84.549526
Park Renovation,Public transport update: North line will have altered schedules this week.,33.864467,-84.38705
Street Fair,Excited about the new renovations at Main. It's going to be great for the community!,33.697767,-84.499322
Infrastructure Work,"Avoid Highland during rush hour, construction is causing major delays.",33.697017,-84.543538
Park Renovation,Public transport update: River line will have altered schedules this week.,33.791946,-84.398814
Local Event,"Heads up, Elm is undergoing some major infrastructure work for the next month.",33.668476,-84.544655
Street Fair,Don't miss the 5th happening this weekend at 5th. Always a good time!,33.748688,-84.292854
Infrastructure Work,Community meeting at Highland this Thursday to discuss the new Highland development.,33.855538,-84.297904
Public Transport Notice,The annual street fair at Peachtree is this Saturday. Great food and local crafts!,33.735789,-84.347153
Infrastructure Work,Heard about a new Main opening on Peachtree. Definitely worth checking out!,33.743498,-84.499433
Infrastructure Work,Excited about the new renovations at Main. It's going to be great for the community!,33.793878,-84.503324
Community Meeting,Community meeting at North this Thursday to discuss the new Peachtree development.,33.846157,-84.322643
New Restaurant Opening,The annual street fair at Broadway is this Saturday. Great food and local crafts!,33.755697,-84.413263
Local Event,Don't miss the Elm happening this weekend at Peachtree. Always a good time!,33.701824,-84.397115
Pothole Alert,"Avoid Maple during rush hour, construction is causing major delays.",33.848806,-84.357174
Local Event,Don't miss the Elm happening this weekend at Maple. Always a good time!,33.779552,-84.308703
Public Transport Notice,Watch out for a giant pothole on 5th Street. Be careful driving!,33.699934,-84.412498
Pothole Alert,Don't miss the 5th happening this weekend at North. Always a good time!,33.652484,-84.369815
Public Transport Notice,Watch out for a giant pothole on Maple Street. Be careful driving!,33.806791,-84.477985
Pothole Alert,"Heads up, Main is undergoing some major infrastructure work for the next month.",33.809333,-84.302129
Community Meeting,Heard about a new Maple opening on River. Definitely worth checking out!,33.671261,-84.29748
Community Meeting,Excited about the new renovations at River. It's going to be great for the community!,33.787002,-84.344902
New Restaurant Opening,"Avoid Main during rush hour, construction is causing major delays.",33.836657,-84.490196
Local Event,The annual street fair at 5th is this Saturday. Great food and local crafts!,33.863649,-84.308115
Pothole Alert,Public transport update: Broadway line will have altered schedules this week.,33.866709,-84.29169
Local Event,"Avoid Maple during rush hour, construction is causing major delays.",33.87555,-84.433941
Local Event,Community meeting at Main this Thursday to discuss the new Highland development.,33.801938,-84.28999
Park Renovation,Community meeting at North this Thursday to discuss the new Highland development.,33.769297,-84.435249
Local Event,Public transport update: 5th line will have altered schedules this week.,33.829616,-84.490512
Park Renovation,Public transport update: 5th line will have altered schedules this week.,33.796519,-84.334635
Traffic Update,"Avoid Peachtree during rush hour, construction is causing major delays.",33.744923,-84.378387
Park Renovation,Don't miss the Highland happening this weekend at Peachtree. Always a good time!,33.876915,-84.525053
Traffic Update,Public transport update: North line will have altered schedules this week.,33.755319,-84.306245
Infrastructure Work,"Avoid Main during rush hour, construction is causing major delays.",33.87033,-84.343514
Public Transport Notice,Watch out for a giant pothole on Maple Street. Be careful driving!,33.761437,-84.312683
Street Fair,Don't miss the Elm happening this weekend at Highland. Always a good time!,33.70937,-84.538635
Infrastructure Work,Community meeting at Main this Thursday to discuss the new Main development.,33.699774,-84.477577
Park Renovation,Don't miss the North happening this weekend at Maple. Always a good time!,33.855753,-84.51685
Infrastructure Work,Excited about the new renovations at Highland. It's going to be great for the community!,33.669399,-84.331027
Community Meeting,The annual street fair at Highland is this Saturday. Great food and local crafts!,33.657306,-84.517554
Public Transport Notice,Public transport update: River line will have altered schedules this week.,33.81905,-84.502241
Community Meeting,Heard about a new 5th opening on Elm. Definitely worth checking out!,33.749584,-84.44877
Pothole Alert,Heard about a new Maple opening on Highland. Definitely worth checking out!,33.814027,-84.480081
Park Renovation,Watch out for a giant pothole on Broadway Street. Be careful driving!,33.839267,-84.48945
Street Fair,The annual street fair at Elm is this Saturday. Great food and local crafts!,33.737229,-84.303871
Public Transport Notice,Community meeting at Peachtree this Thursday to discuss the new North development.,33.730198,-84.289496
